0	0.9999999999995159	0.9999999999981046	0.002483955811350478	0.002483956223120217	0.002483956017235348
0.01	0.9999999999969594	0.9999999999967242	0.002288819111336124	0.002288827351750302	0.002288823231543213
0.02	0.9999999999992557	0.9999999999974811	0.002432471072474132	0.002432469779690963	0.002432470426082548
0.03	0.9999999999981739	0.9999999999980136	0.002312013578816538	0.002312014676894682	0.00231201412785561
0.04	0.9999999962198007	0.9999999904370673	0.00209924795913636	0.002098948137459323	0.002099098048297842
0.05	0.9999999996789597	0.9999999994106211	0.005078116094263447	0.005078117760305134	0.00507811692728429
0.06	0.9999999999991127	0.9999999999982347	0.002081654603370973	0.002081655186009307	0.00208165489469014
0.07000000000000001	0.9999999999903058	0.9999999999166863	0.002572642971624474	0.002572653456285125	0.002572648213954799
0.08	0.9999999998708052	0.999999999708418	0.001934753672685034	0.00193472842320045	0.001934741047942742
0.09	0.9999999999991293	0.9999999999987313	0.001379871011430975	0.001379869584863929	0.001379870298147452
